,created_at,text,favorite_count,retweet_count
27,2021-12-23 12:28:54+00:00,"['الاعبين', 'الدولين', 'هيلعبوا', 'ام', 'افريقيا', 'لاتنتظروا', 'اي', 'نتيجة', 'الاهلي', 'كاس', 'العالم', 'لانديه', 'ايمن', 'اشرف', 'والس']",1.0,0.0
28,2021-12-23 12:28:46+00:00,"['⚽', 'لائحة', 'منتخب', 'المغرب', 'لكأس', 'إفريقيا', 'تضم', 'لاعبا', 'واحدا', 'المنتخب', 'الرديف', 'شارك', 'كأس', 'العر']",0.0,7.0
29,2021-12-23 12:28:30+00:00,"['الصورة', 'الف', 'معنى', 'ومعنى', 'عندما', 'تسلم', 'القائد', 'شنقريحة', 'كأس', 'العرب', 'لماذا', 'ضحك', 'بتلك', 'الطريقة', 'يسبق', 'ان', 'شاهدناه']",0.0,13.0
30,2021-12-23 12:28:22+00:00,"['⚽', 'لائحة', 'منتخب', 'المغرب', 'لكأس', 'إفريقيا', 'تضم', 'لاعبا', 'واحدا', 'المنتخب', 'الرديف', 'شارك', 'كأس']",0.0,0.0
31,2021-12-23 12:28:10+00:00,"['⚽', 'لائحة', 'منتخب', 'المغرب', 'لكأس', 'إفريقيا', 'تضم', 'لاعبا', 'واحدا', 'المنتخب', 'الرديف', 'شارك', 'كأس', 'العر']",0.0,7.0
32,2021-12-23 12:28:04+00:00,"['⚽', 'لائحة', 'منتخب', 'المغرب', 'لكأس', 'إفريقيا', 'تضم', 'لاعبا', 'واحدا', 'المنتخب', 'الرديف', 'شارك', 'كأس', 'العر']",0.0,7.0
33,2021-12-23 12:27:55+00:00,"['⚽', 'لائحة', 'منتخب', 'المغرب', 'لكأس', 'إفريقيا', 'تضم', 'لاعبا', 'واحدا', 'المنتخب', 'الرديف', 'شارك', 'كأس', 'العر']",0.0,7.0
34,2021-12-23 12:27:51+00:00,"['منتخب', 'تانى', 'الى', 'لعب', 'كاس', 'العرب']",0.0,0.0
35,2021-12-23 12:27:29+00:00,"['⚽', 'لائحة', 'منتخب', 'المغرب', 'لكأس', 'إفريقيا', 'تضم', 'لاعبا', 'واحدا', 'المنتخب', 'الرديف', 'شارك', 'كأس', 'العر']",0.0,7.0
36,2021-12-23 12:27:29+00:00,"['الوقت', 'الأنسب', 'لتكون', 'الدوحة', 'يفصلنا', 'عام', 'بطولة', 'كأس', 'العالم', 'لكرة', 'القدم', '0', 'أعدّت', 'قطر', 'العدّة', 'باست']",0.0,0.0
37,2021-12-23 12:27:04+00:00,"['بركة', 'كأس', 'العرب', 'المفروض', 'المسحل', 'يتعاقب']",0.0,0.0
38,2021-12-23 12:26:10+00:00,"['أبارك', 'لمنتخب', 'الجزائري', 'فوزه', 'المستحق', 'بكأس', 'العرب', '0', 'كانت', 'بطولة', 'ميزة', 'عكست', 'تطور', 'الكرة', 'العربية', 'ونتطلّع', 'لقائكم', 'العام', 'الق']",0.0,4137.0
39,2021-12-23 12:25:34+00:00,"['⚽', 'لائحة', 'منتخب', 'المغرب', 'لكأس', 'إفريقيا', 'تضم', 'لاعبا', 'واحدا', 'المنتخب', 'الرديف', 'شارك', 'كأس']",151.0,7.0
40,2021-12-23 12:25:17+00:00,"['♦ما', 'حدث', 'كأس', 'العرب', 'ومابعده', 'أعمق', 'بكثير', 'كلمات', 'ومؤتمرات', 'ولقاءات', 'ومظاهرات', 'واجتماعات', 'وادانات', 'واتفاقيات', 'وبيانات', 'أقوى']",0.0,32.0
41,2021-12-23 12:25:01+00:00,"['تستاهل', 'الأهداء', 'يبوزيد', 'وابواحمد', 'وفي', 'والف', 'مبارك', 'لكل', 'الجزائرين', 'بالوطن', 'العربي', 'المنجز', 'المستحق', 'بطولة', 'كأس', 'العرب']",1.0,1.0
42,2021-12-23 12:24:21+00:00,"['تقريري', 'صحيفة', 'نبض', 'المونديال', 'أفضل', '0', 'لاعبين', 'كأسالعرب', 'لاعبين', 'المغرب', 'العربي', 'ولاعبين', 'الخليج']",0.0,182.0
43,2021-12-23 12:23:38+00:00,"['استضافت', 'دولة', 'قطر', 'بكل', 'فخر', 'ونجاح', 'بطولة', 'كأس', 'العرب', 'FIFA', 'قطر', '0', 'أظهرت', 'مدى', 'جاهزية', 'الدولة', 'لترحيب', 'بالمشجعين']",0.0,2.0
44,2021-12-23 12:23:21+00:00,"['فريق', 'البراميل', 'التابع', 'لنظام', 'الأسد', 'تقدم', 'بطلب', 'استضافة', 'كأس', 'العرب', 'القادم', 'فقام', 'الاتحاد', 'الرياضي', 'بحظرهم', 'الفيفا', 'علماً']",0.0,9.0
45,2021-12-23 12:22:53+00:00,"['خزعبلات', 'ال', 'FIFA', 'نقاط', 'مباريات', 'بطولة', 'كأس', 'العرب', 'حسبوها', 'التصنيف', 'عد', 'مرات', 'الفوز', 'يحتسب']",9.0,0.0
46,2021-12-23 12:22:35+00:00,"['شوف', 'لاعبين', 'الجزائر', 'كأس', 'العرب', 'تونس', 'وترديد', 'النشيد', 'الوطني', 'وتعرف', 'الفرق']",0.0,0.0
47,2021-12-23 12:22:32+00:00,"['المفروض', 'ان', 'كأس', 'العرب', 'لعرب', 'ونحن', 'نحتفل', 'الأيام', 'بيوم', 'الغة', 'العربية', 'لايستطيع', 'العرب', 'التكلم', 'يجبمحاسبهزيادالمسفر', 'h']",0.0,33.0
48,2021-12-23 12:22:12+00:00,"['كاس', 'ام', 'افريقيا✅', 'كاس', 'العرب✅', 'كاس', 'العالم⏳']",0.0,0.0
49,2021-12-23 12:21:05+00:00,"['الجزاير', 'كاس', 'العرب', 'مصر', 'كاس', 'السيبر', 'المروك', 'كاس', 'الخرا']",0.0,0.0
50,2021-12-23 12:21:04+00:00,"['لعجب', 'التعاسة', 'مرة', 'أخرى', 'ينهزم', 'فريف', 'الرجاء', 'ال']",0.0,0.0
51,2021-12-23 12:19:54+00:00,"['مبادرة', 'جميلة', 'جمهور', 'الجزائر', 'نهاية', 'كاس', 'العرب', 'اسمها', 'GREN', 'BIKE', 'لتنظيف', 'المدرجات', 'المباراة']",0.0,76.0
52,2021-12-23 12:19:40+00:00,"['مليون', 'مبروك', 'لجزائر', 'كأس', 'العرب', 'ومحبة', 'العرب', 'دعبدالعزيز', 'الخزرج', 'الأنصاري']",0.0,1.0
53,2021-12-23 12:17:11+00:00,"['بعدما', 'تصحى', 'الزطلة', 'إفتح', 'قوقل', 'وأكتب', 'فرحة', 'الشعب', 'الفلسطيني', 'فوز', 'الرجولة', 'والشهامة']",0.0,0.0
54,2021-12-23 12:17:01+00:00,"['بدر', 'بانون', 'مدافع', 'الأهلي', 'هداف', 'المغرب', 'كأس', 'العرب', 'أفضل', 'المدافعين', 'داخل', 'القارة', 'الإفريقية', 'خارج', 'قائمة', 'المغرب', 'النهائية']",0.0,6.0
55,2021-12-23 12:16:44+00:00,"['ترتيب', 'الفيفا', 'شهر', 'دجنبر', 'المغرب', 'عربيا', 'إفريقيا', 'كأس', 'العرب', 'بالنسبة', 'لفيفا', 'يحتسب', 'مبارات', 'ودية']",1.0,0.0
56,2021-12-23 12:16:12+00:00,"['منتخب', 'الجزائر', 'دائما', 'يضم', 'لاعبين', 'الدوريات', 'العربية', 'وتأهل', 'كأس', 'العالم', 'وحق', 'كأس', 'افريقيا', 'كأس', 'العرب']",0.0,0.0
57,2021-12-23 12:15:53+00:00,"['قمة', 'البؤس', 'والعهر', 'وقلة', 'الأدب', 'وعدم', 'الاحترام', 'أشك', 'قوم', 'خطأ', 'وجودي', 'ورم', 'خبيث', 'يجب', 'استئصاله', 'المغرب', 'تونس']",0.0,7.0
58,2021-12-23 12:15:10+00:00,"['نادي', 'الغرافة', 'القطري', 'يكرم', 'الاعب', 'مهديتاهرات', 'بمناسبة', 'التويج', 'كأسالعرب', 'المنتخب', 'الوطني', 'ArabCup0']",0.0,0.0
59,2021-12-23 12:15:08+00:00,"['تقريري', 'صحيفة', 'نبض', 'المونديال', 'أفضل', '0', 'لاعبين', 'كأسالعرب', 'لاعبين', 'المغرب', 'العربي', 'ولاعبين', 'الخليج']",0.0,182.0
60,2021-12-23 12:14:26+00:00,"['مقصوده', 'ياخت', 'ساره', 'الجزائرين', 'قدموا', 'ايه', 'لفلسطين', 'حتي', 'يرفعوا', 'فلسطين', 'كاس', 'العرب', 'كلمة']",0.0,0.0
61,2021-12-23 12:13:58+00:00,"['الدوله', 'ونفس', 'الملاعب', 'ونفس', 'الجمهور', 'وبعض', 'الاعبين', 'الفريقين', 'اختلاف', 'مسمي', 'البطولتين', 'كأس', 'العرب', 'وكاس', 'السوبر', 'الا']",0.0,91.0
62,2021-12-23 12:12:22+00:00,"['كأس', 'العرب', 'كنتوا', 'تقولوا', 'جيبولنا', 'الجزائر', 'منتخب', 'الج']",0.0,0.0
63,2021-12-23 12:12:04+00:00,"['كىم', 'الجزاير', 'دي', 'كمان', 'وكىم', 'حزقها', 'اتبرعوش', 'بنص', 'جايزة', 'كاس', 'العرب', 'ليه', 'مثلا', 'بدل', 'اخرهم', 'رفعة', 'وشبحنة', 'عالنت']",3.0,0.0
64,2021-12-23 12:11:53+00:00,"['مليون', 'مبروك', 'لجزائر', 'كأس', 'العرب', 'ومحبة', 'العرب', 'دعبدالعزيز', 'الخزرج', 'الأنصاري']",11.0,1.0
65,2021-12-23 12:10:44+00:00,"['تصنيف', 'FiFA', 'الشهري', 'الصادر', 'اليوم', 'أضاف', 'لمنتخب', 'مصر', 'نقطة', 'المشاركة', 'كأس', 'العرب', 'لتظل', 'مصر', 'المركز', 'السادس']",0.0,3.0
66,2021-12-23 12:09:54+00:00,"['كأس', 'العرب', 'كانت', 'النموذج', 'المثالي', 'لبروباغندا', 'الديكتاتويه', 'والتسيس', 'الرياضي', 'بدأت', 'البطولة', 'بشعارات', 'تحرير', 'فلسطين', 'المدرجات', 'وال']",0.0,197.0
67,2021-12-23 12:08:59+00:00,"['معنديش', 'مشاكل', 'يرجع', 'طارق', 'حامد', 'مش', 'هيخسر', 'وعنفه', 'هيبقى', 'كويس', 'لاعبى', 'افريقيا', 'احنا', 'عايزين', 'لاعيبه']",0.0,0.0
68,2021-12-23 12:08:17+00:00,"['صورتان', 'تعبران', 'حكم', 'العسكر', 'فى', 'الجزائر', 'ستار', 'الرئيس', 'المدنىي', 'الصورة', 'الاولى', 'والتى', 'تم', 'سحب', 'رئيس', 'مجلس', 'الشعب', 'المشهد']",0.0,9.0
69,2021-12-23 12:07:13+00:00,"['فزنا', 'بكأس', 'افريقيا', 'كأس', 'العرب', 'نهزم', 'مباراة']",1.0,0.0
70,2021-12-23 12:06:51+00:00,"['بالمناسبة', 'تنسى', 'تغطي', 'كاس', 'افريقيا', 'بحساب', 'كاس', 'العرب']",0.0,0.0
71,2021-12-23 12:06:30+00:00,"['فى', 'فرق', 'حماس', 'وفلسطين', 'رفع', 'وطنك', 'ركوب', 'لموجة', 'الحنجورية', 'وده', 'عمله', 'الجزائرين', 'فى', 'كاس']",0.0,0.0
72,2021-12-23 12:06:11+00:00,"['بسب', 'كأس', 'العرب']",0.0,0.0
73,2021-12-23 12:05:04+00:00,"['تسلمى', 'دول', 'كلمتين', 'لازم', 'يسمعهم', 'زمان', 'طفح', 'الكيل', 'قرفهم', 'خلاص', 'قلة', 'احترام', 'عدم', 'دعم', 'او', 'دلدوله']",2.0,0.0
74,2021-12-23 12:04:43+00:00,"['♦ما', 'حدث', 'كأس', 'العرب', 'ومابعده', 'أعمق', 'بكثير', 'كلمات', 'ومؤتمرات', 'ولقاءات', 'ومظاهرات', 'واجتماعات', 'وادانات', 'واتفاقيات', 'وبيانات', 'أقوى']",0.0,32.0
75,2021-12-23 12:04:30+00:00,"['الريان', 'القطري', 'يحتفل', 'بالنجم', 'ياسينبراهيمي', 'قيادة', 'منتخب', 'الجزائر', 'لتويج', 'كأس', 'العرب', '0', 'وتويجه', 'بجائزة', 'أحسن', 'لاعب']",0.0,1.0
76,2021-12-23 12:04:19+00:00,"['لاحظ', 'جيّدا', 'حدث', 'كأس', 'العرب', 'مصر', 'لعبت', 'أقوى', 'مباراة', 'الجزائر', 'المغرب', 'لعبت', 'أقوى', 'مباراة', 'الجزائر', 'قطر', 'لعبت']",0.0,1.0
77,2021-12-23 12:03:54+00:00,"['يتسما', 'حسبو', 'المباريات', 'تع', 'كأس', 'العرب']",0.0,0.0
78,2021-12-23 12:03:53+00:00,"['الجزائر', 'الف', 'مليون', 'ترليون', 'شكر', 'لقطر', 'مافعلوه', 'كاس', 'العرب', 'تصنيف', 'الفيفا', 'لفريق', 'قطر', 'وتصنيف', 'المحبة', 'الجزائر', 'رقم']",0.0,0.0
79,2021-12-23 12:03:35+00:00,"['صور', 'والي', 'ولاية', 'عنابة', 'والسلطات', 'الولائية', 'يكرّمون', 'بطل', 'كأس', 'العرب', 'إلياسشتي']",0.0,0.0
80,2021-12-23 12:03:34+00:00,"['أحمد', 'حجازي', 'علاقتي', 'نادي', 'الاتحاد', 'رائعة', 'النادي', 'وقف', 'معي', 'ومع', 'رغبتي', 'بأن', 'أتواجد', 'منتخب', 'مصر', 'بطولة', 'كأس', 'العرب', 'تضح']",0.0,110.0
81,2021-12-23 12:03:21+00:00,"['كرة', 'افرقيا', 'افضل', '0', 'مرة', 'اسيا', 'والدليل', 'كاس', 'العرب', 'الاخيرة']",0.0,0.0
82,2021-12-23 12:02:17+00:00,"['ماشاركت', 'كأس', 'العرب', 'ماتراجع']",0.0,0.0
83,2021-12-23 12:01:55+00:00,"['معتز', 'مطر', 'واخيراً', 'لعيبة', 'الاهلي', 'ترفع', 'فلسطين', 'وشنقريجة', 'يرفع', 'كأس', 'العرب', 'الجزائري', 'via']",0.0,50.0
84,2021-12-23 12:01:39+00:00,"['مبادرة', 'جميلة', 'جمهور', 'الجزائر', 'نهاية', 'كاس', 'العرب', 'اسمها', 'GREN', 'BIKE', 'لتنظيف', 'المدرجات', 'المباراة']",0.0,76.0
85,2021-12-23 12:01:20+00:00,"['أبارك', 'لمنتخب', 'الجزائري', 'فوزه', 'المستحق', 'بكأس', 'العرب', '0', 'كانت', 'بطولة', 'ميزة', 'عكست', 'تطور', 'الكرة', 'العربية', 'ونتطلّع', 'لقائكم', 'العام', 'الق']",0.0,4137.0
86,2021-12-23 12:01:12+00:00,"['إدارة', 'الطائي', 'تقول', 'أنها', 'كانت', 'ترفض', 'مشاركة', 'سعيود', 'كأس', 'العرب', 'بسب', 'الإصابة', 'لكنه', 'ألح', 'الحضور', 'منتخب', 'بلاده', 'ولعب', 'المب']",0.0,20.0
87,2021-12-23 12:00:45+00:00,"['اخي', 'بنشرقي', 'مستواه', 'كأس', 'العرب', 'زفت', 'زياش', 'مشكلته', 'الانضباط', 'المنتخب', 'الوطني', 'اما', 'بانون']",1.0,0.0
88,2021-12-23 12:00:37+00:00,"['آخرالأخبار', 'منتخبمصر', 'تعرف', 'تصنيف', 'فيفا', 'منتخب', 'مصر', 'كأس', 'العرب']",0.0,0.0
89,2021-12-23 11:58:39+00:00,"['نتيجه', 'الخساير', 'بطوله', 'كأس', 'العرب', 'اثرت', 'الترتيب']",1.0,0.0
90,2021-12-23 11:58:32+00:00,"['التنظيم', 'الأخير', 'لكأس', 'العرب', 'قطر', 'خيالي', 'ملاعب', 'عالم', 'آخر', 'كأس', 'العالم', 'سيكون', 'منتهى', 'الروعة', 'إنشاء', 'اله']",0.0,0.0
91,2021-12-23 11:58:31+00:00,"['عشان', 'كاس', 'العرب', 'البذاية', 'اذا', 'مانت', 'مشارك', 'بافضل', 'الاعبين', 'ليه', 'تشارك', 'الاساس', 'ينقص', 'مركزك']",0.0,0.0
92,2021-12-23 11:57:52+00:00,"['بسب', 'مشاركه', 'الغبيه', 'كاس', 'العرب', 'نزلنا', '٥١', 'وكن', '٤٨']",0.0,0.0
93,2021-12-23 11:57:51+00:00,"['الوطنجيه', 'الي', 'ازعجونا', 'سنين', 'بجمله', 'كاس', 'العالم', 'يقام', 'قطر', 'يتسابقون', 'لحصول', 'دعوات', 'لحضور', 'نهائي', 'العرب', 'شرب', 'كرك', 'بسوق', 'واقف']",0.0,1.0
94,2021-12-23 11:57:42+00:00,"['منتخب', 'قطر', 'اخذ', 'مركزنا', 'واحنا', 'اخذنا', 'مركزهم', 'والسب', 'ان', 'الاتحاد', 'السعودي', 'شارك', 'بفريق', 'شباب', 'كأس', 'العرب', 'ان', 'دور']",0.0,0.0
